date,Midwest,National,Northeast,South,West,date_period
2024-08-24,1.2312054090232434,1.2398138643723184,1.1219709208021755,1.3914362590827225,1.0423165708214812,All Results
2024-08-24,1.2312054090232434,1.2398138643723184,1.1219709208021755,1.3914362590827225,1.0423165708214812,1 Year
2024-08-24,1.2312054090232434,1.2398138643723184,1.1219709208021755,1.3914362590827225,1.0423165708214812,6 Months
2024-08-24,1.2312054090232434,1.2398138643723184,1.1219709208021755,1.3914362590827225,1.0423165708214812,45 Days
2024-08-31,1.3125699043210475,1.2617865694475698,1.025474716596292,1.4171276198647333,1.1642527309631032,All Results
2024-08-31,1.3125699043210475,1.2617865694475698,1.025474716596292,1.4171276198647333,1.1642527309631032,1 Year
2024-08-31,1.3125699043210475,1.2617865694475698,1.025474716596292,1.4171276198647333,1.1642527309631032,6 Months
2024-08-31,1.3125699043210475,1.2617865694475698,1.025474716596292,1.4171276198647333,1.1642527309631032,45 Days
2024-09-07,1.288021993526674,1.2605668647139943,1.0190819838701297,1.3525757218626304,1.2173013204840635,All Results
2024-09-07,1.288021993526674,1.2605668647139943,1.0190819838701297,1.3525757218626304,1.2173013204840635,1 Year
2024-09-07,1.288021993526674,1.2605668647139943,1.0190819838701297,1.3525757218626304,1.2173013204840635,6 Months
2024-09-07,1.288021993526674,1.2605668647139943,1.0190819838701297,1.3525757218626304,1.2173013204840635,45 Days
